name	preview	download
AtomicAge-Regular	https://fonts.google.com/specimen/Atomic+Age	https://raw.githubusercontent.com/google/fonts/main/ofl/atomicage/AtomicAge-Regular.ttf
Nikukyu-Regular	https://fonts.google.com/specimen/Nikukyu	https://raw.githubusercontent.com/google/fonts/main/ofl/nikukyu/Nikukyu-Regular.ttf
PurplePurse-Regular	https://fonts.google.com/specimen/Purple+Purse	https://raw.githubusercontent.com/google/fonts/main/ofl/purplepurse/PurplePurse-Regular.ttf
Chicle-Regular	https://fonts.google.com/specimen/Chicle	https://raw.githubusercontent.com/google/fonts/main/ofl/chicle/Chicle-Regular.ttf
Mallanna-Regular	https://fonts.google.com/specimen/Mallanna	https://raw.githubusercontent.com/google/fonts/main/ofl/mallanna/Mallanna-Regular.ttf
Caladea-Bold	https://fonts.google.com/specimen/Caladea	https://raw.githubusercontent.com/google/fonts/main/ofl/caladea/Caladea-Bold.ttf
Caladea-Regular	https://fonts.google.com/specimen/Caladea	https://raw.githubusercontent.com/google/fonts/main/ofl/caladea/Caladea-Regular.ttf
Caladea-Italic	https://fonts.google.com/specimen/Caladea	https://raw.githubusercontent.com/google/fonts/main/ofl/caladea/Caladea-Italic.ttf
Caladea-BoldItalic	https://fonts.google.com/specimen/Caladea	https://raw.githubusercontent.com/google/fonts/main/ofl/caladea/Caladea-BoldItalic.ttf
Numans-Regular	https://fonts.google.com/specimen/Numans	https://raw.githubusercontent.com/google/fonts/main/ofl/numans/Numans-Regular.ttf
EncodeSans-CondensedLight	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-CondensedLight.ttf
EncodeSans-Medium	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-Medium.ttf
EncodeSans-CondensedMedium	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-CondensedMedium.ttf
EncodeSans-CondensedExtraLight	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-CondensedExtraLight.ttf
EncodeSans-SemiExpandedBlack	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-SemiExpandedBlack.ttf
EncodeSans-SemiExpandedMedium	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-SemiExpandedMedium.ttf
EncodeSans-ExpandedExtraLight	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-ExpandedExtraLight.ttf
EncodeSans-SemiCondensedMedium	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-SemiCondensedMedium.ttf
EncodeSans-Regular	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-Regular.ttf
EncodeSans-SemiExpandedSemiBold	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-SemiExpandedSemiBold.ttf
EncodeSans-ExpandedLight	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-ExpandedLight.ttf
EncodeSans-SemiCondensedBlack	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-SemiCondensedBlack.ttf
EncodeSans-CondensedRegular	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-CondensedRegular.ttf
EncodeSans-CondensedBold	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-CondensedBold.ttf
EncodeSans-SemiExpandedRegular	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-SemiExpandedRegular.ttf
EncodeSans-SemiExpandedThin	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-SemiExpandedThin.ttf
EncodeSans-Bold	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-Bold.ttf
EncodeSans-SemiExpandedBold	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-SemiExpandedBold.ttf
EncodeSans-Thin	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-Thin.ttf
EncodeSans-ExtraLight	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-ExtraLight.ttf
EncodeSans-ExpandedRegular	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-ExpandedRegular.ttf
EncodeSans-CondensedThin	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-CondensedThin.ttf
EncodeSans-Light	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-Light.ttf
EncodeSans-SemiCondensedExtraBold	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-SemiCondensedExtraBold.ttf
EncodeSans-SemiCondensedBold	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-SemiCondensedBold.ttf
EncodeSans-CondensedExtraBold	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-CondensedExtraBold.ttf
EncodeSans-SemiExpandedExtraBold	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-SemiExpandedExtraBold.ttf
EncodeSans-Black	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-Black.ttf
EncodeSans-ExpandedThin	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-ExpandedThin.ttf
EncodeSans-ExpandedBold	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-ExpandedBold.ttf
EncodeSans-SemiBold	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-SemiBold.ttf
EncodeSans-SemiCondensedThin	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-SemiCondensedThin.ttf
EncodeSans-ExtraBold	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-ExtraBold.ttf
EncodeSans-ExpandedExtraBold	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-ExpandedExtraBold.ttf
EncodeSans-SemiCondensedRegular	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-SemiCondensedRegular.ttf
EncodeSans-ExpandedBlack	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-ExpandedBlack.ttf
EncodeSans-SemiExpandedExtraLight	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-SemiExpandedExtraLight.ttf
EncodeSans-CondensedSemiBold	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-CondensedSemiBold.ttf
EncodeSans-ExpandedSemiBold	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-ExpandedSemiBold.ttf
EncodeSans-SemiCondensedLight	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-SemiCondensedLight.ttf
EncodeSans-CondensedBlack	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-CondensedBlack.ttf
EncodeSans-SemiCondensedSemiBold	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-SemiCondensedSemiBold.ttf
EncodeSans-SemiCondensedExtraLight	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-SemiCondensedExtraLight.ttf
EncodeSans-SemiExpandedLight	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-SemiExpandedLight.ttf
EncodeSans-ExpandedMedium	https://fonts.google.com/specimen/Encode+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesans/static/EncodeSans-ExpandedMedium.ttf
SofadiOne-Regular	https://fonts.google.com/specimen/Sofadi+One	https://raw.githubusercontent.com/google/fonts/main/ofl/sofadione/SofadiOne-Regular.ttf
WaitingfortheSunrise	https://fonts.google.com/specimen/Waitingforthe+Sunrise	https://raw.githubusercontent.com/google/fonts/main/ofl/waitingforthesunrise/WaitingfortheSunrise.ttf
Farro-Light	https://fonts.google.com/specimen/Farro	https://raw.githubusercontent.com/google/fonts/main/ofl/farro/Farro-Light.ttf
Farro-Bold	https://fonts.google.com/specimen/Farro	https://raw.githubusercontent.com/google/fonts/main/ofl/farro/Farro-Bold.ttf
Farro-Medium	https://fonts.google.com/specimen/Farro	https://raw.githubusercontent.com/google/fonts/main/ofl/farro/Farro-Medium.ttf
Farro-Regular	https://fonts.google.com/specimen/Farro	https://raw.githubusercontent.com/google/fonts/main/ofl/farro/Farro-Regular.ttf
ComicNeue-Italic	https://fonts.google.com/specimen/Comic+Neue	https://raw.githubusercontent.com/google/fonts/main/ofl/comicneue/ComicNeue-Italic.ttf
ComicNeue-BoldItalic	https://fonts.google.com/specimen/Comic+Neue	https://raw.githubusercontent.com/google/fonts/main/ofl/comicneue/ComicNeue-BoldItalic.ttf
ComicNeue-Light	https://fonts.google.com/specimen/Comic+Neue	https://raw.githubusercontent.com/google/fonts/main/ofl/comicneue/ComicNeue-Light.ttf
ComicNeue-Regular	https://fonts.google.com/specimen/Comic+Neue	https://raw.githubusercontent.com/google/fonts/main/ofl/comicneue/ComicNeue-Regular.ttf
ComicNeue-Bold	https://fonts.google.com/specimen/Comic+Neue	https://raw.githubusercontent.com/google/fonts/main/ofl/comicneue/ComicNeue-Bold.ttf
ComicNeue-LightItalic	https://fonts.google.com/specimen/Comic+Neue	https://raw.githubusercontent.com/google/fonts/main/ofl/comicneue/ComicNeue-LightItalic.ttf
ChauPhilomeneOne-Italic	https://fonts.google.com/specimen/Chau+Philomene+One	https://raw.githubusercontent.com/google/fonts/main/ofl/chauphilomeneone/ChauPhilomeneOne-Italic.ttf
ChauPhilomeneOne-Regular	https://fonts.google.com/specimen/Chau+Philomene+One	https://raw.githubusercontent.com/google/fonts/main/ofl/chauphilomeneone/ChauPhilomeneOne-Regular.ttf
DenkOne-Regular	https://fonts.google.com/specimen/Denk+One	https://raw.githubusercontent.com/google/fonts/main/ofl/denkone/DenkOne-Regular.ttf
Thasadith-Italic	https://fonts.google.com/specimen/Thasadith	https://raw.githubusercontent.com/google/fonts/main/ofl/thasadith/Thasadith-Italic.ttf
Thasadith-BoldItalic	https://fonts.google.com/specimen/Thasadith	https://raw.githubusercontent.com/google/fonts/main/ofl/thasadith/Thasadith-BoldItalic.ttf
Thasadith-Bold	https://fonts.google.com/specimen/Thasadith	https://raw.githubusercontent.com/google/fonts/main/ofl/thasadith/Thasadith-Bold.ttf
Thasadith-Regular	https://fonts.google.com/specimen/Thasadith	https://raw.githubusercontent.com/google/fonts/main/ofl/thasadith/Thasadith-Regular.ttf
AlmendraSC-Regular	https://fonts.google.com/specimen/Almendra+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/almendrasc/AlmendraSC-Regular.ttf
PirataOne-Regular	https://fonts.google.com/specimen/Pirata+One	https://raw.githubusercontent.com/google/fonts/main/ofl/pirataone/PirataOne-Regular.ttf
BlackHanSans-Regular	https://fonts.google.com/specimen/Black+Han+Sans	https://raw.githubusercontent.com/google/fonts/main/ofl/blackhansans/BlackHanSans-Regular.ttf
Mina-Regular	https://fonts.google.com/specimen/Mina	https://raw.githubusercontent.com/google/fonts/main/ofl/mina/Mina-Regular.ttf
Mina-Bold	https://fonts.google.com/specimen/Mina	https://raw.githubusercontent.com/google/fonts/main/ofl/mina/Mina-Bold.ttf
ViaodaLibre-Regular	https://fonts.google.com/specimen/Viaoda+Libre	https://raw.githubusercontent.com/google/fonts/main/ofl/viaodalibre/ViaodaLibre-Regular.ttf
LateefRegOT	https://fonts.google.com/specimen/Lateef+Reg+OT	https://raw.githubusercontent.com/google/fonts/main/ofl/lateef/LateefRegOT.ttf
RougeScript-Regular	https://fonts.google.com/specimen/Rouge+Script	https://raw.githubusercontent.com/google/fonts/main/ofl/rougescript/RougeScript-Regular.ttf
Candal	https://fonts.google.com/specimen/Candal	https://raw.githubusercontent.com/google/fonts/main/ofl/candal/Candal.ttf
Devonshire-Regular	https://fonts.google.com/specimen/Devonshire	https://raw.githubusercontent.com/google/fonts/main/ofl/devonshire/Devonshire-Regular.ttf
Gafata-Regular	https://fonts.google.com/specimen/Gafata	https://raw.githubusercontent.com/google/fonts/main/ofl/gafata/Gafata-Regular.ttf
Castoro-Italic	https://fonts.google.com/specimen/Castoro	https://raw.githubusercontent.com/google/fonts/main/ofl/castoro/Castoro-Italic.ttf
Castoro-Regular	https://fonts.google.com/specimen/Castoro	https://raw.githubusercontent.com/google/fonts/main/ofl/castoro/Castoro-Regular.ttf
SairaStencilOne-Regular	https://fonts.google.com/specimen/Saira+Stencil+One	https://raw.githubusercontent.com/google/fonts/main/ofl/sairastencilone/SairaStencilOne-Regular.ttf
HindJalandhar-Bold	https://fonts.google.com/specimen/Hind+Jalandhar	https://raw.githubusercontent.com/google/fonts/main/ofl/hindjalandhar/HindJalandhar-Bold.ttf
HindJalandhar-Medium	https://fonts.google.com/specimen/Hind+Jalandhar	https://raw.githubusercontent.com/google/fonts/main/ofl/hindjalandhar/HindJalandhar-Medium.ttf
HindJalandhar-SemiBold	https://fonts.google.com/specimen/Hind+Jalandhar	https://raw.githubusercontent.com/google/fonts/main/ofl/hindjalandhar/HindJalandhar-SemiBold.ttf
HindJalandhar-Light	https://fonts.google.com/specimen/Hind+Jalandhar	https://raw.githubusercontent.com/google/fonts/main/ofl/hindjalandhar/HindJalandhar-Light.ttf
HindJalandhar-Regular	https://fonts.google.com/specimen/Hind+Jalandhar	https://raw.githubusercontent.com/google/fonts/main/ofl/hindjalandhar/HindJalandhar-Regular.ttf
KiteOne-Regular	https://fonts.google.com/specimen/Kite+One	https://raw.githubusercontent.com/google/fonts/main/ofl/kiteone/KiteOne-Regular.ttf
StintUltraExpanded-Regular	https://fonts.google.com/specimen/Stint+Ultra+Expanded	https://raw.githubusercontent.com/google/fonts/main/ofl/stintultraexpanded/StintUltraExpanded-Regular.ttf
EncodeSansSC-SemiExpandedBlack	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-SemiExpandedBlack.ttf
EncodeSansSC-Thin	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-Thin.ttf
EncodeSansSC-Light	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-Light.ttf
EncodeSansSC-Medium	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-Medium.ttf
EncodeSansSC-ExpandedMedium	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-ExpandedMedium.ttf
EncodeSansSC-Regular	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-Regular.ttf
EncodeSansSC-ExpandedBlack	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-ExpandedBlack.ttf
EncodeSansSC-Bold	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-Bold.ttf
EncodeSansSC-CondensedBlack	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-CondensedBlack.ttf
EncodeSansSC-ExtraLight	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-ExtraLight.ttf
EncodeSansSC-SemiCondensedRegular	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-SemiCondensedRegular.ttf
EncodeSansSC-SemiExpandedExtraLight	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-SemiExpandedExtraLight.ttf
EncodeSansSC-ExpandedSemiBold	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-ExpandedSemiBold.ttf
EncodeSansSC-SemiCondensedBlack	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-SemiCondensedBlack.ttf
EncodeSansSC-ExpandedExtraLight	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-ExpandedExtraLight.ttf
EncodeSansSC-SemiExpandedMedium	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-SemiExpandedMedium.ttf
EncodeSansSC-SemiCondensedLight	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-SemiCondensedLight.ttf
EncodeSansSC-CondensedMedium	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-CondensedMedium.ttf
EncodeSansSC-CondensedRegular	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-CondensedRegular.ttf
EncodeSansSC-SemiCondensedBold	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-SemiCondensedBold.ttf
EncodeSansSC-CondensedThin	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-CondensedThin.ttf
EncodeSansSC-ExpandedBold	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-ExpandedBold.ttf
EncodeSansSC-SemiExpandedExtraBold	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-SemiExpandedExtraBold.ttf
EncodeSansSC-ExpandedThin	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-ExpandedThin.ttf
EncodeSansSC-ExpandedExtraBold	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-ExpandedExtraBold.ttf
EncodeSansSC-CondensedBold	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-CondensedBold.ttf
EncodeSansSC-SemiExpandedSemiBold	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-SemiExpandedSemiBold.ttf
EncodeSansSC-SemiCondensedThin	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-SemiCondensedThin.ttf
EncodeSansSC-SemiExpandedRegular	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-SemiExpandedRegular.ttf
EncodeSansSC-SemiCondensedExtraLight	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-SemiCondensedExtraLight.ttf
EncodeSansSC-CondensedExtraBold	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-CondensedExtraBold.ttf
EncodeSansSC-SemiCondensedMedium	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-SemiCondensedMedium.ttf
EncodeSansSC-ExpandedLight	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-ExpandedLight.ttf
EncodeSansSC-CondensedLight	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-CondensedLight.ttf
EncodeSansSC-CondensedSemiBold	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-CondensedSemiBold.ttf
EncodeSansSC-SemiBold	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-SemiBold.ttf
EncodeSansSC-SemiExpandedBold	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-SemiExpandedBold.ttf
EncodeSansSC-SemiCondensedExtraBold	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-SemiCondensedExtraBold.ttf
EncodeSansSC-Black	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-Black.ttf
EncodeSansSC-SemiExpandedThin	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-SemiExpandedThin.ttf
EncodeSansSC-ExtraBold	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-ExtraBold.ttf
EncodeSansSC-SemiCondensedSemiBold	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-SemiCondensedSemiBold.ttf
EncodeSansSC-SemiExpandedLight	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-SemiExpandedLight.ttf
EncodeSansSC-CondensedExtraLight	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-CondensedExtraLight.ttf
EncodeSansSC-ExpandedRegular	https://fonts.google.com/specimen/Encode+Sans+SC	https://raw.githubusercontent.com/google/fonts/main/ofl/encodesanssc/static/EncodeSansSC-ExpandedRegular.ttf
Englebert-Regular	https://fonts.google.com/specimen/Englebert	https://raw.githubusercontent.com/google/fonts/main/ofl/englebert/Englebert-Regular.ttf
Prata-Regular	https://fonts.google.com/specimen/Prata	https://raw.githubusercontent.com/google/fonts/main/ofl/prata/Prata-Regular.ttf
ABeeZee-Italic	https://fonts.google.com/specimen/ABee+Zee	https://raw.githubusercontent.com/google/fonts/main/ofl/abeezee/ABeeZee-Italic.ttf
ABeeZee-Regular	https://fonts.google.com/specimen/ABee+Zee	https://raw.githubusercontent.com/google/fonts/main/ofl/abeezee/ABeeZee-Regular.ttf
Gudea-Italic	https://fonts.google.com/specimen/Gudea	https://raw.githubusercontent.com/google/fonts/main/ofl/gudea/Gudea-Italic.ttf
Gudea-Regular	https://fonts.google.com/specimen/Gudea	https://raw.githubusercontent.com/google/fonts/main/ofl/gudea/Gudea-Regular.ttf
Gudea-Bold	https://fonts.google.com/specimen/Gudea	https://raw.githubusercontent.com/google/fonts/main/ofl/gudea/Gudea-Bold.ttf
AnnieUseYourTelescope-Regular	https://fonts.google.com/specimen/Annie+Use+Your+Telescope	https://raw.githubusercontent.com/google/fonts/main/ofl/annieuseyourtelescope/AnnieUseYourTelescope-Regular.ttf
HindKochi-SemiBold	https://fonts.google.com/specimen/Hind+Kochi	https://raw.githubusercontent.com/google/fonts/main/ofl/hindkochi/HindKochi-SemiBold.ttf
HindKochi-Medium	https://fonts.google.com/specimen/Hind+Kochi	https://raw.githubusercontent.com/google/fonts/main/ofl/hindkochi/HindKochi-Medium.ttf
HindKochi-Regular	https://fonts.google.com/specimen/Hind+Kochi	https://raw.githubusercontent.com/google/fonts/main/ofl/hindkochi/HindKochi-Regular.ttf
HindKochi-Bold	https://fonts.google.com/specimen/Hind+Kochi	https://raw.githubusercontent.com/google/fonts/main/ofl/hindkochi/HindKochi-Bold.ttf
HindKochi-Light	https://fonts.google.com/specimen/Hind+Kochi	https://raw.githubusercontent.com/google/fonts/main/ofl/hindkochi/HindKochi-Light.ttf
Krub-Medium	https://fonts.google.com/specimen/Krub	https://raw.githubusercontent.com/google/fonts/main/ofl/krub/Krub-Medium.ttf
Krub-Regular	https://fonts.google.com/specimen/Krub	https://raw.githubusercontent.com/google/fonts/main/ofl/krub/Krub-Regular.ttf
Krub-SemiBold	https://fonts.google.com/specimen/Krub	https://raw.githubusercontent.com/google/fonts/main/ofl/krub/Krub-SemiBold.ttf
Krub-SemiBoldItalic	https://fonts.google.com/specimen/Krub	https://raw.githubusercontent.com/google/fonts/main/ofl/krub/Krub-SemiBoldItalic.ttf
Krub-Light	https://fonts.google.com/specimen/Krub	https://raw.githubusercontent.com/google/fonts/main/ofl/krub/Krub-Light.ttf
Krub-ExtraLight	https://fonts.google.com/specimen/Krub	https://raw.githubusercontent.com/google/fonts/main/ofl/krub/Krub-ExtraLight.ttf
Krub-BoldItalic	https://fonts.google.com/specimen/Krub	https://raw.githubusercontent.com/google/fonts/main/ofl/krub/Krub-BoldItalic.ttf
