name	preview	download
Cuprum-BoldItalic	https://fonts.google.com/specimen/Cuprum	https://raw.githubusercontent.com/google/fonts/main/ofl/cuprum/static/Cuprum-BoldItalic.ttf
Cuprum-Regular	https://fonts.google.com/specimen/Cuprum	https://raw.githubusercontent.com/google/fonts/main/ofl/cuprum/static/Cuprum-Regular.ttf
Tharlon-Regular	https://fonts.google.com/specimen/Tharlon	https://raw.githubusercontent.com/google/fonts/main/ofl/tharlon/Tharlon-Regular.ttf
Lustria-Regular	https://fonts.google.com/specimen/Lustria	https://raw.githubusercontent.com/google/fonts/main/ofl/lustria/Lustria-Regular.ttf
ChelaOne-Regular	https://fonts.google.com/specimen/Chela+One	https://raw.githubusercontent.com/google/fonts/main/ofl/chelaone/ChelaOne-Regular.ttf
BlackAndWhitePicture-Regular	https://fonts.google.com/specimen/Black+And+White+Picture	https://raw.githubusercontent.com/google/fonts/main/ofl/blackandwhitepicture/BlackAndWhitePicture-Regular.ttf
Pecita	https://fonts.google.com/specimen/Pecita	https://raw.githubusercontent.com/google/fonts/main/ofl/pecita/Pecita.ttf
Spartan-Medium	https://fonts.google.com/specimen/Spartan	https://raw.githubusercontent.com/google/fonts/main/ofl/spartan/static/Spartan-Medium.ttf
Spartan-ExtraBold	https://fonts.google.com/specimen/Spartan	https://raw.githubusercontent.com/google/fonts/main/ofl/spartan/static/Spartan-ExtraBold.ttf
Spartan-Thin	https://fonts.google.com/specimen/Spartan	https://raw.githubusercontent.com/google/fonts/main/ofl/spartan/static/Spartan-Thin.ttf
Spartan-Black	https://fonts.google.com/specimen/Spartan	https://raw.githubusercontent.com/google/fonts/main/ofl/spartan/static/Spartan-Black.ttf
Spartan-Bold	https://fonts.google.com/specimen/Spartan	https://raw.githubusercontent.com/google/fonts/main/ofl/spartan/static/Spartan-Bold.ttf
Spartan-Light	https://fonts.google.com/specimen/Spartan	https://raw.githubusercontent.com/google/fonts/main/ofl/spartan/static/Spartan-Light.ttf
Spartan-Regular	https://fonts.google.com/specimen/Spartan	https://raw.githubusercontent.com/google/fonts/main/ofl/spartan/static/Spartan-Regular.ttf
Spartan-ExtraLight	https://fonts.google.com/specimen/Spartan	https://raw.githubusercontent.com/google/fonts/main/ofl/spartan/static/Spartan-ExtraLight.ttf
Spartan-SemiBold	https://fonts.google.com/specimen/Spartan	https://raw.githubusercontent.com/google/fonts/main/ofl/spartan/static/Spartan-SemiBold.ttf
Bayon-Regular	https://fonts.google.com/specimen/Bayon	https://raw.githubusercontent.com/google/fonts/main/ofl/bayon/Bayon-Regular.ttf
DigitalNumbers-Regular	https://fonts.google.com/specimen/Digital+Numbers	https://raw.githubusercontent.com/google/fonts/main/ofl/digitalnumbers/DigitalNumbers-Regular.ttf
ZCOOLKuaiLe-Regular	https://fonts.google.com/specimen/ZCOOLKuai+Le	https://raw.githubusercontent.com/google/fonts/main/ofl/zcoolkuaile/ZCOOLKuaiLe-Regular.ttf
Alice-Regular	https://fonts.google.com/specimen/Alice	https://raw.githubusercontent.com/google/fonts/main/ofl/alice/Alice-Regular.ttf
Gruppo-Regular	https://fonts.google.com/specimen/Gruppo	https://raw.githubusercontent.com/google/fonts/main/ofl/gruppo/Gruppo-Regular.ttf
Chenla	https://fonts.google.com/specimen/Chenla	https://raw.githubusercontent.com/google/fonts/main/ofl/chenla/Chenla.ttf
TsukimiRounded-Medium	https://fonts.google.com/specimen/Tsukimi+Rounded	https://raw.githubusercontent.com/google/fonts/main/ofl/tsukimirounded/TsukimiRounded-Medium.ttf
TsukimiRounded-Light	https://fonts.google.com/specimen/Tsukimi+Rounded	https://raw.githubusercontent.com/google/fonts/main/ofl/tsukimirounded/TsukimiRounded-Light.ttf
TsukimiRounded-Bold	https://fonts.google.com/specimen/Tsukimi+Rounded	https://raw.githubusercontent.com/google/fonts/main/ofl/tsukimirounded/TsukimiRounded-Bold.ttf
TsukimiRounded-Regular	https://fonts.google.com/specimen/Tsukimi+Rounded	https://raw.githubusercontent.com/google/fonts/main/ofl/tsukimirounded/TsukimiRounded-Regular.ttf
TsukimiRounded-SemiBold	https://fonts.google.com/specimen/Tsukimi+Rounded	https://raw.githubusercontent.com/google/fonts/main/ofl/tsukimirounded/TsukimiRounded-SemiBold.ttf
CabinVFBeta	https://fonts.google.com/specimen/Cabin+VFBeta	https://raw.githubusercontent.com/google/fonts/main/ofl/cabinvfbeta/CabinVFBeta.ttf
CabinVFBeta-Italic	https://fonts.google.com/specimen/Cabin+VFBeta	https://raw.githubusercontent.com/google/fonts/main/ofl/cabinvfbeta/CabinVFBeta-Italic.ttf
Alatsi-Regular	https://fonts.google.com/specimen/Alatsi	https://raw.githubusercontent.com/google/fonts/main/ofl/alatsi/Alatsi-Regular.ttf
ZenDots-Regular	https://fonts.google.com/specimen/Zen+Dots	https://raw.githubusercontent.com/google/fonts/main/ofl/zendots/ZenDots-Regular.ttf
ShipporiMinchoB1-Bold	https://fonts.google.com/specimen/Shippori+Mincho+B1	https://raw.githubusercontent.com/google/fonts/main/ofl/shipporiminchob1/ShipporiMinchoB1-Bold.ttf
ShipporiMinchoB1-Medium	https://fonts.google.com/specimen/Shippori+Mincho+B1	https://raw.githubusercontent.com/google/fonts/main/ofl/shipporiminchob1/ShipporiMinchoB1-Medium.ttf
ShipporiMinchoB1-SemiBold	https://fonts.google.com/specimen/Shippori+Mincho+B1	https://raw.githubusercontent.com/google/fonts/main/ofl/shipporiminchob1/ShipporiMinchoB1-SemiBold.ttf
ShipporiMinchoB1-Regular	https://fonts.google.com/specimen/Shippori+Mincho+B1	https://raw.githubusercontent.com/google/fonts/main/ofl/shipporiminchob1/ShipporiMinchoB1-Regular.ttf
ShipporiMinchoB1-ExtraBold	https://fonts.google.com/specimen/Shippori+Mincho+B1	https://raw.githubusercontent.com/google/fonts/main/ofl/shipporiminchob1/ShipporiMinchoB1-ExtraBold.ttf
Galdeano-Regular	https://fonts.google.com/specimen/Galdeano	https://raw.githubusercontent.com/google/fonts/main/ofl/galdeano/Galdeano-Regular.ttf
Buda-Light	https://fonts.google.com/specimen/Buda	https://raw.githubusercontent.com/google/fonts/main/ofl/buda/Buda-Light.ttf
CormorantUpright-SemiBold	https://fonts.google.com/specimen/Cormorant+Upright	https://raw.githubusercontent.com/google/fonts/main/ofl/cormorantupright/CormorantUpright-SemiBold.ttf
CormorantUpright-Bold	https://fonts.google.com/specimen/Cormorant+Upright	https://raw.githubusercontent.com/google/fonts/main/ofl/cormorantupright/CormorantUpright-Bold.ttf
CormorantUpright-Regular	https://fonts.google.com/specimen/Cormorant+Upright	https://raw.githubusercontent.com/google/fonts/main/ofl/cormorantupright/CormorantUpright-Regular.ttf
CormorantUpright-Light	https://fonts.google.com/specimen/Cormorant+Upright	https://raw.githubusercontent.com/google/fonts/main/ofl/cormorantupright/CormorantUpright-Light.ttf
CormorantUpright-Medium	https://fonts.google.com/specimen/Cormorant+Upright	https://raw.githubusercontent.com/google/fonts/main/ofl/cormorantupright/CormorantUpright-Medium.ttf
Unna-Regular	https://fonts.google.com/specimen/Unna	https://raw.githubusercontent.com/google/fonts/main/ofl/unna/Unna-Regular.ttf
Unna-Bold	https://fonts.google.com/specimen/Unna	https://raw.githubusercontent.com/google/fonts/main/ofl/unna/Unna-Bold.ttf
Unna-BoldItalic	https://fonts.google.com/specimen/Unna	https://raw.githubusercontent.com/google/fonts/main/ofl/unna/Unna-BoldItalic.ttf
Unna-Italic	https://fonts.google.com/specimen/Unna	https://raw.githubusercontent.com/google/fonts/main/ofl/unna/Unna-Italic.ttf
HennyPenny-Regular	https://fonts.google.com/specimen/Henny+Penny	https://raw.githubusercontent.com/google/fonts/main/ofl/hennypenny/HennyPenny-Regular.ttf
Taprom	https://fonts.google.com/specimen/Taprom	https://raw.githubusercontent.com/google/fonts/main/ofl/taprom/Taprom.ttf
Karla-ExtraBold	https://fonts.google.com/specimen/Karla	https://raw.githubusercontent.com/google/fonts/main/ofl/karla/static/Karla-ExtraBold.ttf
Karla-Light	https://fonts.google.com/specimen/Karla	https://raw.githubusercontent.com/google/fonts/main/ofl/karla/static/Karla-Light.ttf
Karla-Medium	https://fonts.google.com/specimen/Karla	https://raw.githubusercontent.com/google/fonts/main/ofl/karla/static/Karla-Medium.ttf
Karla-Regular	https://fonts.google.com/specimen/Karla	https://raw.githubusercontent.com/google/fonts/main/ofl/karla/static/Karla-Regular.ttf
Karla-Bold	https://fonts.google.com/specimen/Karla	https://raw.githubusercontent.com/google/fonts/main/ofl/karla/static/Karla-Bold.ttf
Karla-ExtraLight	https://fonts.google.com/specimen/Karla	https://raw.githubusercontent.com/google/fonts/main/ofl/karla/static/Karla-ExtraLight.ttf
Limelight-Regular	https://fonts.google.com/specimen/Limelight	https://raw.githubusercontent.com/google/fonts/main/ofl/limelight/Limelight-Regular.ttf
Iceberg-Regular	https://fonts.google.com/specimen/Iceberg	https://raw.githubusercontent.com/google/fonts/main/ofl/iceberg/Iceberg-Regular.ttf
Arapey-Regular	https://fonts.google.com/specimen/Arapey	https://raw.githubusercontent.com/google/fonts/main/ofl/arapey/Arapey-Regular.ttf
Arapey-Italic	https://fonts.google.com/specimen/Arapey	https://raw.githubusercontent.com/google/fonts/main/ofl/arapey/Arapey-Italic.ttf
Aleo-Bold	https://fonts.google.com/specimen/Aleo	https://raw.githubusercontent.com/google/fonts/main/ofl/aleo/Aleo-Bold.ttf
Aleo-BoldItalic	https://fonts.google.com/specimen/Aleo	https://raw.githubusercontent.com/google/fonts/main/ofl/aleo/Aleo-BoldItalic.ttf
Aleo-Light	https://fonts.google.com/specimen/Aleo	https://raw.githubusercontent.com/google/fonts/main/ofl/aleo/Aleo-Light.ttf
Aleo-LightItalic	https://fonts.google.com/specimen/Aleo	https://raw.githubusercontent.com/google/fonts/main/ofl/aleo/Aleo-LightItalic.ttf
Aleo-Regular	https://fonts.google.com/specimen/Aleo	https://raw.githubusercontent.com/google/fonts/main/ofl/aleo/Aleo-Regular.ttf
Aleo-Italic	https://fonts.google.com/specimen/Aleo	https://raw.githubusercontent.com/google/fonts/main/ofl/aleo/Aleo-Italic.ttf
TitanOne-Regular	https://fonts.google.com/specimen/Titan+One	https://raw.githubusercontent.com/google/fonts/main/ofl/titanone/TitanOne-Regular.ttf
Convergence-Regular	https://fonts.google.com/specimen/Convergence	https://raw.githubusercontent.com/google/fonts/main/ofl/convergence/Convergence-Regular.ttf
SecularOne-Regular	https://fonts.google.com/specimen/Secular+One	https://raw.githubusercontent.com/google/fonts/main/ofl/secularone/SecularOne-Regular.ttf
RalewayDots-Regular	https://fonts.google.com/specimen/Raleway+Dots	https://raw.githubusercontent.com/google/fonts/main/ofl/ralewaydots/RalewayDots-Regular.ttf
CourierPrime-BoldItalic	https://fonts.google.com/specimen/Courier+Prime	https://raw.githubusercontent.com/google/fonts/main/ofl/courierprime/CourierPrime-BoldItalic.ttf
CourierPrime-Bold	https://fonts.google.com/specimen/Courier+Prime	https://raw.githubusercontent.com/google/fonts/main/ofl/courierprime/CourierPrime-Bold.ttf
CourierPrime-Italic	https://fonts.google.com/specimen/Courier+Prime	https://raw.githubusercontent.com/google/fonts/main/ofl/courierprime/CourierPrime-Italic.ttf
CourierPrime-Regular	https://fonts.google.com/specimen/Courier+Prime	https://raw.githubusercontent.com/google/fonts/main/ofl/courierprime/CourierPrime-Regular.ttf
Ponnala-Regular	https://fonts.google.com/specimen/Ponnala	https://raw.githubusercontent.com/google/fonts/main/ofl/ponnala/Ponnala-Regular.ttf
LibreBarcode39-Regular	https://fonts.google.com/specimen/Libre+Barcode+39	https://raw.githubusercontent.com/google/fonts/main/ofl/librebarcode39/LibreBarcode39-Regular.ttf
Fondamento-Regular	https://fonts.google.com/specimen/Fondamento	https://raw.githubusercontent.com/google/fonts/main/ofl/fondamento/Fondamento-Regular.ttf
Fondamento-Italic	https://fonts.google.com/specimen/Fondamento	https://raw.githubusercontent.com/google/fonts/main/ofl/fondamento/Fondamento-Italic.ttf
YatraOne-Regular	https://fonts.google.com/specimen/Yatra+One	https://raw.githubusercontent.com/google/fonts/main/ofl/yatraone/YatraOne-Regular.ttf
Wallpoet-Regular	https://fonts.google.com/specimen/Wallpoet	https://raw.githubusercontent.com/google/fonts/main/ofl/wallpoet/Wallpoet-Regular.ttf
MonomaniacOne-Regular	https://fonts.google.com/specimen/Monomaniac+One	https://raw.githubusercontent.com/google/fonts/main/ofl/monomaniacone/MonomaniacOne-Regular.ttf
HindColombo-Bold	https://fonts.google.com/specimen/Hind+Colombo	https://raw.githubusercontent.com/google/fonts/main/ofl/hindcolombo/HindColombo-Bold.ttf
HindColombo-Light	https://fonts.google.com/specimen/Hind+Colombo	https://raw.githubusercontent.com/google/fonts/main/ofl/hindcolombo/HindColombo-Light.ttf
HindColombo-SemiBold	https://fonts.google.com/specimen/Hind+Colombo	https://raw.githubusercontent.com/google/fonts/main/ofl/hindcolombo/HindColombo-SemiBold.ttf
HindColombo-Medium	https://fonts.google.com/specimen/Hind+Colombo	https://raw.githubusercontent.com/google/fonts/main/ofl/hindcolombo/HindColombo-Medium.ttf
HindColombo-Regular	https://fonts.google.com/specimen/Hind+Colombo	https://raw.githubusercontent.com/google/fonts/main/ofl/hindcolombo/HindColombo-Regular.ttf
Magra-Bold	https://fonts.google.com/specimen/Magra	https://raw.githubusercontent.com/google/fonts/main/ofl/magra/Magra-Bold.ttf
Magra-Regular	https://fonts.google.com/specimen/Magra	https://raw.githubusercontent.com/google/fonts/main/ofl/magra/Magra-Regular.ttf
NovaFlat	https://fonts.google.com/specimen/Nova+Flat	https://raw.githubusercontent.com/google/fonts/main/ofl/novaflat/NovaFlat.ttf
FiraSansCondensed-Black	https://fonts.google.com/specimen/Fira+Sans+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/firasanscondensed/FiraSansCondensed-Black.ttf
FiraSansCondensed-Regular	https://fonts.google.com/specimen/Fira+Sans+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/firasanscondensed/FiraSansCondensed-Regular.ttf
FiraSansCondensed-ExtraBold	https://fonts.google.com/specimen/Fira+Sans+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/firasanscondensed/FiraSansCondensed-ExtraBold.ttf
FiraSansCondensed-Medium	https://fonts.google.com/specimen/Fira+Sans+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/firasanscondensed/FiraSansCondensed-Medium.ttf
FiraSansCondensed-Bold	https://fonts.google.com/specimen/Fira+Sans+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/firasanscondensed/FiraSansCondensed-Bold.ttf
FiraSansCondensed-Thin	https://fonts.google.com/specimen/Fira+Sans+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/firasanscondensed/FiraSansCondensed-Thin.ttf
FiraSansCondensed-SemiBoldItalic	https://fonts.google.com/specimen/Fira+Sans+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/firasanscondensed/FiraSansCondensed-SemiBoldItalic.ttf
FiraSansCondensed-ExtraLightItalic	https://fonts.google.com/specimen/Fira+Sans+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/firasanscondensed/FiraSansCondensed-ExtraLightItalic.ttf
FiraSansCondensed-MediumItalic	https://fonts.google.com/specimen/Fira+Sans+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/firasanscondensed/FiraSansCondensed-MediumItalic.ttf
FiraSansCondensed-LightItalic	https://fonts.google.com/specimen/Fira+Sans+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/firasanscondensed/FiraSansCondensed-LightItalic.ttf
FiraSansCondensed-SemiBold	https://fonts.google.com/specimen/Fira+Sans+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/firasanscondensed/FiraSansCondensed-SemiBold.ttf
FiraSansCondensed-ExtraBoldItalic	https://fonts.google.com/specimen/Fira+Sans+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/firasanscondensed/FiraSansCondensed-ExtraBoldItalic.ttf
FiraSansCondensed-Light	https://fonts.google.com/specimen/Fira+Sans+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/firasanscondensed/FiraSansCondensed-Light.ttf
FiraSansCondensed-BoldItalic	https://fonts.google.com/specimen/Fira+Sans+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/firasanscondensed/FiraSansCondensed-BoldItalic.ttf
FiraSansCondensed-Italic	https://fonts.google.com/specimen/Fira+Sans+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/firasanscondensed/FiraSansCondensed-Italic.ttf
FiraSansCondensed-ExtraLight	https://fonts.google.com/specimen/Fira+Sans+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/firasanscondensed/FiraSansCondensed-ExtraLight.ttf
FiraSansCondensed-ThinItalic	https://fonts.google.com/specimen/Fira+Sans+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/firasanscondensed/FiraSansCondensed-ThinItalic.ttf
FiraSansCondensed-BlackItalic	https://fonts.google.com/specimen/Fira+Sans+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/firasanscondensed/FiraSansCondensed-BlackItalic.ttf
Macondo-Regular	https://fonts.google.com/specimen/Macondo	https://raw.githubusercontent.com/google/fonts/main/ofl/macondo/Macondo-Regular.ttf
Epilogue-Black	https://fonts.google.com/specimen/Epilogue	https://raw.githubusercontent.com/google/fonts/main/ofl/epilogue/static/Epilogue-Black.ttf
Epilogue-Medium	https://fonts.google.com/specimen/Epilogue	https://raw.githubusercontent.com/google/fonts/main/ofl/epilogue/static/Epilogue-Medium.ttf
Epilogue-ThinItalic	https://fonts.google.com/specimen/Epilogue	https://raw.githubusercontent.com/google/fonts/main/ofl/epilogue/static/Epilogue-ThinItalic.ttf
Epilogue-ExtraLightItalic	https://fonts.google.com/specimen/Epilogue	https://raw.githubusercontent.com/google/fonts/main/ofl/epilogue/static/Epilogue-ExtraLightItalic.ttf
Epilogue-SemiBoldItalic	https://fonts.google.com/specimen/Epilogue	https://raw.githubusercontent.com/google/fonts/main/ofl/epilogue/static/Epilogue-SemiBoldItalic.ttf
Epilogue-ExtraLight	https://fonts.google.com/specimen/Epilogue	https://raw.githubusercontent.com/google/fonts/main/ofl/epilogue/static/Epilogue-ExtraLight.ttf
Epilogue-BoldItalic	https://fonts.google.com/specimen/Epilogue	https://raw.githubusercontent.com/google/fonts/main/ofl/epilogue/static/Epilogue-BoldItalic.ttf
Epilogue-ExtraBold	https://fonts.google.com/specimen/Epilogue	https://raw.githubusercontent.com/google/fonts/main/ofl/epilogue/static/Epilogue-ExtraBold.ttf
Epilogue-MediumItalic	https://fonts.google.com/specimen/Epilogue	https://raw.githubusercontent.com/google/fonts/main/ofl/epilogue/static/Epilogue-MediumItalic.ttf
Epilogue-BlackItalic	https://fonts.google.com/specimen/Epilogue	https://raw.githubusercontent.com/google/fonts/main/ofl/epilogue/static/Epilogue-BlackItalic.ttf
Epilogue-SemiBold	https://fonts.google.com/specimen/Epilogue	https://raw.githubusercontent.com/google/fonts/main/ofl/epilogue/static/Epilogue-SemiBold.ttf
Epilogue-Regular	https://fonts.google.com/specimen/Epilogue	https://raw.githubusercontent.com/google/fonts/main/ofl/epilogue/static/Epilogue-Regular.ttf
Epilogue-Thin	https://fonts.google.com/specimen/Epilogue	https://raw.githubusercontent.com/google/fonts/main/ofl/epilogue/static/Epilogue-Thin.ttf
Epilogue-Light	https://fonts.google.com/specimen/Epilogue	https://raw.githubusercontent.com/google/fonts/main/ofl/epilogue/static/Epilogue-Light.ttf
Epilogue-ExtraBoldItalic	https://fonts.google.com/specimen/Epilogue	https://raw.githubusercontent.com/google/fonts/main/ofl/epilogue/static/Epilogue-ExtraBoldItalic.ttf
Epilogue-LightItalic	https://fonts.google.com/specimen/Epilogue	https://raw.githubusercontent.com/google/fonts/main/ofl/epilogue/static/Epilogue-LightItalic.ttf
Epilogue-Italic	https://fonts.google.com/specimen/Epilogue	https://raw.githubusercontent.com/google/fonts/main/ofl/epilogue/static/Epilogue-Italic.ttf
Epilogue-Bold	https://fonts.google.com/specimen/Epilogue	https://raw.githubusercontent.com/google/fonts/main/ofl/epilogue/static/Epilogue-Bold.ttf
CabinCondensed-Italic	https://fonts.google.com/specimen/Cabin+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/cabin/static/CabinCondensed-Italic.ttf
CabinCondensed-Bold	https://fonts.google.com/specimen/Cabin+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/cabin/static/CabinCondensed-Bold.ttf
CabinCondensed-SemiBoldItalic	https://fonts.google.com/specimen/Cabin+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/cabin/static/CabinCondensed-SemiBoldItalic.ttf
Cabin-Medium	https://fonts.google.com/specimen/Cabin	https://raw.githubusercontent.com/google/fonts/main/ofl/cabin/static/Cabin-Medium.ttf
Cabin-SemiBoldItalic	https://fonts.google.com/specimen/Cabin	https://raw.githubusercontent.com/google/fonts/main/ofl/cabin/static/Cabin-SemiBoldItalic.ttf
Cabin-SemiBold	https://fonts.google.com/specimen/Cabin	https://raw.githubusercontent.com/google/fonts/main/ofl/cabin/static/Cabin-SemiBold.ttf
CabinCondensed-BoldItalic	https://fonts.google.com/specimen/Cabin+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/cabin/static/CabinCondensed-BoldItalic.ttf
Cabin-MediumItalic	https://fonts.google.com/specimen/Cabin	https://raw.githubusercontent.com/google/fonts/main/ofl/cabin/static/Cabin-MediumItalic.ttf
Cabin-BoldItalic	https://fonts.google.com/specimen/Cabin	https://raw.githubusercontent.com/google/fonts/main/ofl/cabin/static/Cabin-BoldItalic.ttf
Cabin-Regular	https://fonts.google.com/specimen/Cabin	https://raw.githubusercontent.com/google/fonts/main/ofl/cabin/static/Cabin-Regular.ttf
CabinCondensed-SemiBold	https://fonts.google.com/specimen/Cabin+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/cabin/static/CabinCondensed-SemiBold.ttf
CabinCondensed-MediumItalic	https://fonts.google.com/specimen/Cabin+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/cabin/static/CabinCondensed-MediumItalic.ttf
Cabin-Bold	https://fonts.google.com/specimen/Cabin	https://raw.githubusercontent.com/google/fonts/main/ofl/cabin/static/Cabin-Bold.ttf
CabinCondensed-Medium	https://fonts.google.com/specimen/Cabin+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/cabin/static/CabinCondensed-Medium.ttf
CabinCondensed-Regular	https://fonts.google.com/specimen/Cabin+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/cabin/static/CabinCondensed-Regular.ttf
Cabin-Italic	https://fonts.google.com/specimen/Cabin	https://raw.githubusercontent.com/google/fonts/main/ofl/cabin/static/Cabin-Italic.ttf
Flavors-Regular	https://fonts.google.com/specimen/Flavors	https://raw.githubusercontent.com/google/fonts/main/ofl/flavors/Flavors-Regular.ttf
MeriendaOne-Regular	https://fonts.google.com/specimen/Merienda+One	https://raw.githubusercontent.com/google/fonts/main/ofl/meriendaone/MeriendaOne-Regular.ttf
Battambang-Bold	https://fonts.google.com/specimen/Battambang	https://raw.githubusercontent.com/google/fonts/main/ofl/battambang/Battambang-Bold.ttf
Battambang-Regular	https://fonts.google.com/specimen/Battambang	https://raw.githubusercontent.com/google/fonts/main/ofl/battambang/Battambang-Regular.ttf
LondrinaShadow-Regular	https://fonts.google.com/specimen/Londrina+Shadow	https://raw.githubusercontent.com/google/fonts/main/ofl/londrinashadow/LondrinaShadow-Regular.ttf
PalanquinDark-Medium	https://fonts.google.com/specimen/Palanquin+Dark	https://raw.githubusercontent.com/google/fonts/main/ofl/palanquindark/PalanquinDark-Medium.ttf
PalanquinDark-Regular	https://fonts.google.com/specimen/Palanquin+Dark	https://raw.githubusercontent.com/google/fonts/main/ofl/palanquindark/PalanquinDark-Regular.ttf
PalanquinDark-Bold	https://fonts.google.com/specimen/Palanquin+Dark	https://raw.githubusercontent.com/google/fonts/main/ofl/palanquindark/PalanquinDark-Bold.ttf
PalanquinDark-SemiBold	https://fonts.google.com/specimen/Palanquin+Dark	https://raw.githubusercontent.com/google/fonts/main/ofl/palanquindark/PalanquinDark-SemiBold.ttf
LibreBarcode39Extended-Regular	https://fonts.google.com/specimen/Libre+Barcode+39Extended	https://raw.githubusercontent.com/google/fonts/main/ofl/librebarcode39extended/LibreBarcode39Extended-Regular.ttf
EmblemaOne-Regular	https://fonts.google.com/specimen/Emblema+One	https://raw.githubusercontent.com/google/fonts/main/ofl/emblemaone/EmblemaOne-Regular.ttf
RozhaOne-Regular	https://fonts.google.com/specimen/Rozha+One	https://raw.githubusercontent.com/google/fonts/main/ofl/rozhaone/RozhaOne-Regular.ttf
EricaOne-Regular	https://fonts.google.com/specimen/Erica+One	https://raw.githubusercontent.com/google/fonts/main/ofl/ericaone/EricaOne-Regular.ttf
LibreCaslonText-Medium	https://fonts.google.com/specimen/Libre+Caslon+Text	https://raw.githubusercontent.com/google/fonts/main/ofl/librecaslontext/static/LibreCaslonText-Medium.ttf
LibreCaslonText-Bold	https://fonts.google.com/specimen/Libre+Caslon+Text	https://raw.githubusercontent.com/google/fonts/main/ofl/librecaslontext/static/LibreCaslonText-Bold.ttf
LibreCaslonText-SemiBold	https://fonts.google.com/specimen/Libre+Caslon+Text	https://raw.githubusercontent.com/google/fonts/main/ofl/librecaslontext/static/LibreCaslonText-SemiBold.ttf
LibreCaslonText-Regular	https://fonts.google.com/specimen/Libre+Caslon+Text	https://raw.githubusercontent.com/google/fonts/main/ofl/librecaslontext/static/LibreCaslonText-Regular.ttf
LibreCaslonText-Italic	https://fonts.google.com/specimen/Libre+Caslon+Text	https://raw.githubusercontent.com/google/fonts/main/ofl/librecaslontext/static/LibreCaslonText-Italic.ttf
LibreCaslonText-BoldItalic	https://fonts.google.com/specimen/Libre+Caslon+Text	https://raw.githubusercontent.com/google/fonts/main/ofl/librecaslontext/static/LibreCaslonText-BoldItalic.ttf
LibreCaslonText-MediumItalic	https://fonts.google.com/specimen/Libre+Caslon+Text	https://raw.githubusercontent.com/google/fonts/main/ofl/librecaslontext/static/LibreCaslonText-MediumItalic.ttf
LibreCaslonText-SemiBoldItalic	https://fonts.google.com/specimen/Libre+Caslon+Text	https://raw.githubusercontent.com/google/fonts/main/ofl/librecaslontext/static/LibreCaslonText-SemiBoldItalic.ttf
RibeyeMarrow-Regular	https://fonts.google.com/specimen/Ribeye+Marrow	https://raw.githubusercontent.com/google/fonts/main/ofl/ribeyemarrow/RibeyeMarrow-Regular.ttf
AsapCondensed-MediumItalic	https://fonts.google.com/specimen/Asap+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/asapcondensed/AsapCondensed-MediumItalic.ttf
AsapCondensed-SemiBoldItalic	https://fonts.google.com/specimen/Asap+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/asapcondensed/AsapCondensed-SemiBoldItalic.ttf
AsapCondensed-SemiBold	https://fonts.google.com/specimen/Asap+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/asapcondensed/AsapCondensed-SemiBold.ttf
AsapCondensed-BoldItalic	https://fonts.google.com/specimen/Asap+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/asapcondensed/AsapCondensed-BoldItalic.ttf
AsapCondensed-Regular	https://fonts.google.com/specimen/Asap+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/asapcondensed/AsapCondensed-Regular.ttf
AsapCondensed-Italic	https://fonts.google.com/specimen/Asap+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/asapcondensed/AsapCondensed-Italic.ttf
AsapCondensed-Medium	https://fonts.google.com/specimen/Asap+Condensed	https://raw.githubusercontent.com/google/fonts/main/ofl/asapcondensed/AsapCondensed-Medium.ttf
